permittivity,f_max,f_min,feed_depth,feed_gap_width,feed_width,substrate_height,patch_length,copper_height,patch_width,resonance,s11,realized_gain,l3vertical,l3horizontal
3.6,3,1,8.0,6.4,3.06,1.3716,32.0,0.035,28.8,2.56,-16.335,1.8291,1.8291,-3.5989
4.3,3,1,8.0,6.4,2.7,1.3716,32.0,0.035,28.8,2.346,-17.487000000000002,1.3193,1.3193,-3.8055
5.0,3,1,8.0,6.4,2.385,1.3716,32.0,0.035,28.8,2.178,-19.855,0.923,0.923,-3.9808
3.6,3,1,4.0,6.4,3.06,1.3716,32.0,0.035,28.8,2.478,-9.3706,1.1656,1.1656,-4.2369
4.3,3,1,4.0,6.4,2.7,1.3716,32.0,0.035,28.8,2.274,-10.164,0.78542,0.78542,-4.3106
5.0,3,1,4.0,6.4,2.385,1.3716,32.0,0.035,28.8,2.114,-11.300999999999998,0.45105,0.45105,-4.4265
3.6,3,1,8.0,2.1333,3.06,1.3716,32.0,0.035,28.8,2.438,-12.242,1.4136,1.4136,-3.8847
4.3,3,1,8.0,2.1333,2.7,1.3716,32.0,0.035,28.8,2.234,-12.921,0.91948,0.91948,-4.0939999999999985
5.0,3,1,8.0,2.1333,2.385,1.3716,32.0,0.035,28.8,2.074,-14.227,0.59642,0.59642,-4.2093
3.6,3,1,4.0,2.1333,3.06,1.3716,32.0,0.035,28.8,2.4,-9.6303,1.0057,1.0057,-4.2994
4.3,3,1,4.0,2.1333,2.7,1.3716,32.0,0.035,28.8,2.202,-10.468,0.60512,0.60512,-4.4105
5.0,3,1,4.0,2.1333,2.385,1.3716,32.0,0.035,28.8,2.046,-11.58,0.27557,0.27557,-4.5292
3.6,3,1,8.0,6.4,3.4,1.524,32.0,0.035,28.8,2.5580000000000003,-14.505,2.0857,2.0857,-3.3362
4.3,3,1,8.0,6.4,3.0,1.524,32.0,0.035,28.8,2.346,-15.418,1.5988,1.5988,-3.52
5.0,3,1,8.0,6.4,2.65,1.524,32.0,0.035,28.8,2.176,-17.167,1.244,1.244,-3.6533
3.6,3,1,4.0,6.4,3.4,1.524,32.0,0.035,28.8,2.474,-8.6516,1.3375,1.3375,-4.0586
4.3,3,1,4.0,6.4,3.0,1.524,32.0,0.035,28.8,2.27,-9.3388,0.95706,0.95706,-4.1332
5.0,3,1,4.0,6.4,2.65,1.524,32.0,0.035,28.8,2.11,-10.331,0.67297,0.67297,-4.1977
3.6,3,1,8.0,2.1333,3.4,1.524,32.0,0.035,28.8,2.436,-11.159,1.615,1.615,-3.6786
4.3,3,1,8.0,2.1333,3.0,1.524,32.0,0.035,28.8,2.232,-11.732,1.1494,1.1494,-3.8586
5.0,3,1,8.0,2.1333,2.65,1.524,32.0,0.035,28.8,2.072,-12.806,0.81825,0.81825,-3.98
3.6,3,1,4.0,2.1333,3.4,1.524,32.0,0.035,28.8,2.394,-8.904,1.1335,1.1335,-4.1663
4.3,3,1,4.0,2.1333,3.0,1.524,32.0,0.035,28.8,2.196,-9.6339,0.7682,0.7682,-4.2408
5.0,3,1,4.0,2.1333,2.65,1.524,32.0,0.035,28.8,2.042,-10.61,0.46488,0.46488,-4.3323
3.6,3,1,8.0,6.4,3.74,1.6764,32.0,0.035,28.8,2.556,-13.325,2.3209,2.3209,-3.0949
4.3,3,1,8.0,6.4,3.3,1.6764,32.0,0.035,28.8,2.344,-14.152,1.8437,1.8437,-3.2681
5.0,3,1,8.0,6.4,2.915,1.6764,32.0,0.035,28.8,2.174,-15.498,1.5116,1.5116,-3.3786
3.6,3,1,4.0,6.4,3.74,1.6764,32.0,0.035,28.8,2.47,-8.1038,1.4764,1.4764,-3.9096
4.3,3,1,4.0,6.4,3.3,1.6764,32.0,0.035,28.8,2.266,-8.7173,1.1208,1.1208,-3.9635
5.0,3,1,4.0,6.4,2.915,1.6764,32.0,0.035,28.8,2.106,-9.5587,0.87095,0.87095,-3.9931
3.6,3,1,8.0,2.1333,3.74,1.6764,32.0,0.035,28.8,2.432,-10.331,1.7706,1.7706,-3.5175
4.3,3,1,8.0,2.1333,3.3,1.6764,32.0,0.035,28.8,2.228,-10.829,1.334,1.334,-3.6674
5.0,3,1,8.0,2.1333,2.915,1.6764,32.0,0.035,28.8,2.068,-11.693,0.97666,0.97666,-3.8132
3.6,3,1,4.0,2.1333,3.74,1.6764,32.0,0.035,28.8,2.388,-8.3555,1.2452,1.2452,-4.0459
4.3,3,1,4.0,2.1333,3.3,1.6764,32.0,0.035,28.8,2.19,-9.015,0.88834,0.88834,-4.1139
5.0,3,1,4.0,2.1333,2.915,1.6764,32.0,0.035,28.8,2.036,-9.8443,0.6076199999999999,0.6076199999999999,-4.1805
3.6,3,1,8.0,6.4,3.06,1.3716,32.0,0.035,32.0,2.522,-29.606,2.2244,2.2244,-3.5219
4.3,3,1,8.0,6.4,2.7,1.3716,32.0,0.035,32.0,2.312,-34.243,1.5845,1.5845,-3.8348
5.0,3,1,8.0,6.4,2.385,1.3716,32.0,0.035,32.0,2.146,-40.387,1.1344,1.1344,-4.0371
3.6,3,1,4.0,6.4,3.06,1.3716,32.0,0.035,32.0,2.46,-11.288,1.7328,1.7328,-4.0163
4.3,3,1,4.0,6.4,2.7,1.3716,32.0,0.035,32.0,2.258,-12.209,1.259,1.259,-4.1499
5.0,3,1,4.0,6.4,2.385,1.3716,32.0,0.035,32.0,2.0980000000000003,-13.602,0.90402,0.90402,-4.25
3.6,3,1,8.0,2.1333,3.06,1.3716,32.0,0.035,32.0,2.424,-15.001,1.9297,1.9297,-3.7234
4.3,3,1,8.0,2.1333,2.7,1.3716,32.0,0.035,32.0,2.222,-15.722,1.3573,1.3573,-3.9643
5.0,3,1,8.0,2.1333,2.385,1.3716,32.0,0.035,32.0,2.062,-17.352,0.84251,0.84251,-4.2411
3.6,3,1,4.0,2.1333,3.06,1.3716,32.0,0.035,32.0,2.392,-11.112,1.5149,1.5149,-4.1514
4.3,3,1,4.0,2.1333,2.7,1.3716,32.0,0.035,32.0,2.194,-12.028,1.0366,1.0366,-4.2911
5.0,3,1,4.0,2.1333,2.385,1.3716,32.0,0.035,32.0,2.0380000000000003,-13.304,0.60263,0.60263,-4.4821
3.6,3,1,8.0,6.4,3.4,1.524,32.0,0.035,32.0,2.518,-23.264,2.4922,2.4922,-3.2437
4.3,3,1,8.0,6.4,3.0,1.524,32.0,0.035,32.0,2.31,-25.065,1.9174,1.9174,-3.4948
5.0,3,1,8.0,6.4,2.65,1.524,32.0,0.035,32.0,2.144,-30.423,1.4678,1.4678,-3.6963
3.6,3,1,4.0,6.4,3.4,1.524,32.0,0.035,32.0,2.456,-10.36,1.9294,1.9294,-3.8119
4.3,3,1,4.0,6.4,3.0,1.524,32.0,0.035,32.0,2.252,-11.135,1.4914,1.4914,-3.9125
5.0,3,1,4.0,6.4,2.65,1.524,32.0,0.035,32.0,2.092,-12.304,1.0992,1.0992,-4.0481
3.6,3,1,8.0,2.1333,3.4,1.524,32.0,0.035,32.0,2.42,-13.539,2.1181,2.1181,-3.5291
4.3,3,1,8.0,2.1333,3.0,1.524,32.0,0.035,32.0,2.218,-14.1,1.5692,1.5692,-3.7476
5.0,3,1,8.0,2.1333,2.65,1.524,32.0,0.035,32.0,2.0580000000000003,-15.352,1.1172,1.1172,-3.9603
3.6,3,1,4.0,2.1333,3.4,1.524,32.0,0.035,32.0,2.386,-10.232,1.6796,1.6796,-3.9783
4.3,3,1,4.0,2.1333,3.0,1.524,32.0,0.035,32.0,2.188,-11.009,1.2157,1.2157,-4.1077
5.0,3,1,4.0,2.1333,2.65,1.524,32.0,0.035,32.0,2.0340000000000003,-12.091,0.83683,0.83683,-4.2432
3.6,3,1,8.0,6.4,3.74,1.6764,32.0,0.035,32.0,2.516,-20.318,2.7531,2.7531,-2.9723
4.3,3,1,8.0,6.4,3.3,1.6764,32.0,0.035,32.0,2.3080000000000003,-21.588,2.2195,2.2195,-3.1856
5.0,3,1,8.0,6.4,2.915,1.6764,32.0,0.035,32.0,2.142,-24.301,1.7701,1.7701,-3.3865
3.6,3,1,4.0,6.4,3.74,1.6764,32.0,0.035,32.0,2.452,-9.6717,2.1094,2.1094,-3.6238
4.3,3,1,4.0,6.4,3.3,1.6764,32.0,0.035,32.0,2.25,-10.347,1.7,1.7,-3.7014
5.0,3,1,4.0,6.4,2.915,1.6764,32.0,0.035,32.0,2.09,-11.306,1.3129,1.3129,-3.8306
3.6,3,1,8.0,2.1333,3.74,1.6764,32.0,0.035,32.0,2.416,-12.451,2.2767,2.2767,-3.3619
4.3,3,1,8.0,2.1333,3.3,1.6764,32.0,0.035,32.0,2.214,-12.907,1.7477,1.7477,-3.5638
5.0,3,1,8.0,2.1333,2.915,1.6764,32.0,0.035,32.0,2.056,-13.848,1.3414,1.3414,-3.7305
3.6,3,1,4.0,2.1333,3.74,1.6764,32.0,0.035,32.0,2.38,-9.5706,1.8221,1.8221,-3.8271
4.3,3,1,4.0,2.1333,3.3,1.6764,32.0,0.035,32.0,2.182,-10.258,1.3737,1.3737,-3.9455
5.0,3,1,4.0,2.1333,2.915,1.6764,32.0,0.035,32.0,2.028,-11.151,1.0269,1.0269,-4.0475
3.6,3,1,8.0,6.4,3.06,1.3716,32.0,0.035,35.2,2.49,-22.885,2.3833,2.3833,-3.6305
4.3,3,1,8.0,6.4,2.7,1.3716,32.0,0.035,35.2,2.2840000000000003,-21.206,1.7625,1.7625,-3.9448
5.0,3,1,8.0,6.4,2.385,1.3716,32.0,0.035,35.2,2.122,-20.045,1.2566,1.2566,-4.1885
3.6,3,1,4.0,6.4,3.06,1.3716,32.0,0.035,35.2,2.442,-13.613,2.2234,2.2234,-3.8167
4.3,3,1,4.0,6.4,2.7,1.3716,32.0,0.035,35.2,2.242,-14.936,1.7032,1.7032,-4.0066
5.0,3,1,4.0,6.4,2.385,1.3716,32.0,0.035,35.2,2.082,-16.487000000000002,1.2083,1.2083,-4.2206
3.6,3,1,8.0,2.1333,3.06,1.3716,32.0,0.035,35.2,2.41,-18.469,2.2816,2.2816,-3.665
4.3,3,1,8.0,2.1333,2.7,1.3716,32.0,0.035,35.2,2.21,-19.843,1.6883,1.6883,-3.9443
5.0,3,1,8.0,2.1333,2.385,1.3716,32.0,0.035,35.2,2.05,-21.303,1.2121,1.2121,-4.149
3.6,3,1,4.0,2.1333,3.06,1.3716,32.0,0.035,35.2,2.382,-12.838,1.9906,1.9906,-3.9745
4.3,3,1,4.0,2.1333,2.7,1.3716,32.0,0.035,35.2,2.186,-13.964,1.4514,1.4514,-4.1879
5.0,3,1,4.0,2.1333,2.385,1.3716,32.0,0.035,35.2,2.03,-15.328,0.9627,0.9627,-4.3973
3.6,3,1,8.0,6.4,3.4,1.524,32.0,0.035,35.2,2.486,-26.68,2.7326,2.7326,-3.2734
4.3,3,1,8.0,6.4,3.0,1.524,32.0,0.035,35.2,2.28,-24.536,2.1691,2.1691,-3.5319
5.0,3,1,8.0,6.4,2.65,1.524,32.0,0.035,35.2,2.1180000000000003,-22.636,1.6151,1.6151,-3.8242
3.6,3,1,4.0,6.4,3.4,1.524,32.0,0.035,35.2,2.438,-12.458,2.4463,2.4463,-3.5891
4.3,3,1,4.0,6.4,3.0,1.524,32.0,0.035,35.2,2.238,-13.452,1.9427,1.9427,-3.7624
5.0,3,1,4.0,6.4,2.65,1.524,32.0,0.035,35.2,2.08,-14.765999999999998,1.5152,1.5152,-3.9104
3.6,3,1,8.0,2.1333,3.4,1.524,32.0,0.035,35.2,2.406,-16.633,2.5313,2.5313,-3.4094
4.3,3,1,8.0,2.1333,3.0,1.524,32.0,0.035,35.2,2.206,-17.497,1.9603,1.9603,-3.6687
5.0,3,1,8.0,2.1333,2.65,1.524,32.0,0.035,35.2,2.048,-18.712,1.4703,1.4703,-3.8856
3.6,3,1,4.0,2.1333,3.4,1.524,32.0,0.035,35.2,2.376,-11.774,2.1998,2.1998,-3.7602
4.3,3,1,4.0,2.1333,3.0,1.524,32.0,0.035,35.2,2.18,-12.637,1.6712,1.6712,-3.9649
5.0,3,1,4.0,2.1333,2.65,1.524,32.0,0.035,35.2,2.026,-13.819,1.2386,1.2386,-4.1172
3.6,3,1,8.0,6.4,3.74,1.6764,32.0,0.035,35.2,2.482,-35.857,3.0239,3.0239,-2.9719
4.3,3,1,8.0,6.4,3.3,1.6764,32.0,0.035,35.2,2.278,-31.675,2.4946,2.4946,-3.1973
5.0,3,1,8.0,6.4,2.915,1.6764,32.0,0.035,35.2,2.114,-27.59,1.9269,1.9269,-3.5047
3.6,3,1,4.0,6.4,3.74,1.6764,32.0,0.035,35.2,2.434,-11.54,2.6191,2.6191,-3.4094
4.3,3,1,4.0,6.4,3.3,1.6764,32.0,0.035,35.2,2.234,-12.374,2.1402,2.1402,-3.5589
5.0,3,1,4.0,6.4,2.915,1.6764,32.0,0.035,35.2,2.074,-13.481,1.7512,1.7512,-3.6687
3.6,3,1,8.0,2.1333,3.74,1.6764,32.0,0.035,35.2,2.404,-15.507,2.7952,2.7952,-3.1385
4.3,3,1,8.0,2.1333,3.3,1.6764,32.0,0.035,35.2,2.204,-16.186,2.2485,2.2485,-3.3749
5.0,3,1,8.0,2.1333,2.915,1.6764,32.0,0.035,35.2,2.046,-17.18,1.7516,1.7516,-3.5988
3.6,3,1,4.0,2.1333,3.74,1.6764,32.0,0.035,35.2,2.372,-10.908,2.3783,2.3783,-3.5780000000000003
4.3,3,1,4.0,2.1333,3.3,1.6764,32.0,0.035,35.2,2.178,-11.632,1.9044,1.9044,-3.7302
5.0,3,1,4.0,2.1333,2.915,1.6764,32.0,0.035,35.2,2.022,-12.604,1.4615,1.4615,-3.8907
3.6,3,1,7.25,5.8,3.06,1.3716,29.0,0.035,26.1,2.822,-14.593,2.0948,2.0948,-3.3372
4.3,3,1,7.25,5.8,2.7,1.3716,29.0,0.035,26.1,2.588,-15.738,1.5793,1.5793,-3.5472
5.0,3,1,7.25,5.8,2.385,1.3716,29.0,0.035,26.1,2.402,-17.549,1.2408,1.2408,-3.6625
3.6,3,1,3.625,5.8,3.06,1.3716,29.0,0.035,26.1,2.73,-8.6928,1.3123,1.3123,-4.0927
4.3,3,1,3.625,5.8,2.7,1.3716,29.0,0.035,26.1,2.506,-9.425,0.95065,0.95065,-4.147
5.0,3,1,3.625,5.8,2.385,1.3716,29.0,0.035,26.1,2.3280000000000003,-10.364,0.6837300000000001,0.6837300000000001,-4.1914
3.6,3,1,7.25,1.9333,3.06,1.3716,29.0,0.035,26.1,2.688,-11.225,1.6048,1.6048,-3.6971
4.3,3,1,7.25,1.9333,2.7,1.3716,29.0,0.035,26.1,2.464,-11.944,1.1572,1.1572,-3.8578
5.0,3,1,7.25,1.9333,2.385,1.3716,29.0,0.035,26.1,2.2880000000000003,-13.047,0.80853,0.80853,-3.9977
3.6,3,1,3.625,1.9333,3.06,1.3716,29.0,0.035,26.1,2.644,-8.9308,1.126,1.126,-4.1829
4.3,3,1,3.625,1.9333,2.7,1.3716,29.0,0.035,26.1,2.426,-9.6639,0.78245,0.78245,-4.2342
5.0,3,1,3.625,1.9333,2.385,1.3716,29.0,0.035,26.1,2.254,-10.636,0.47663,0.47663,-4.3268
3.6,3,1,7.25,5.8,3.4,1.524,29.0,0.035,26.1,2.82,-13.258,2.3369,2.3369,-3.0883
4.3,3,1,7.25,5.8,3.0,1.524,29.0,0.035,26.1,2.5860000000000003,-14.22,1.8585,1.8585,-3.2601
5.0,3,1,7.25,5.8,2.65,1.524,29.0,0.035,26.1,2.398,-15.571,1.5294,1.5294,-3.3657
3.6,3,1,3.625,5.8,3.4,1.524,29.0,0.035,26.1,2.7260000000000004,-8.0823,1.4895,1.4895,-3.9059
4.3,3,1,3.625,5.8,3.0,1.524,29.0,0.035,26.1,2.502,-8.7304,1.1533,1.1533,-3.9383
5.0,3,1,3.625,5.8,2.65,1.524,29.0,0.035,26.1,2.324,-9.5095,0.89875,0.89875,-3.9694
3.6,3,1,7.25,1.9333,3.4,1.524,29.0,0.035,26.1,2.684,-10.300999999999998,1.7768,1.7768,-3.5195
4.3,3,1,7.25,1.9333,3.0,1.524,29.0,0.035,26.1,2.46,-10.917,1.3496,1.3496,-3.6584
5.0,3,1,7.25,1.9333,2.65,1.524,29.0,0.035,26.1,2.2840000000000003,-11.786,1.0207,1.0207,-3.7765
3.6,3,1,3.625,1.9333,3.4,1.524,29.0,0.035,26.1,2.636,-8.3219,1.2494,1.2494,-4.0504
4.3,3,1,3.625,1.9333,3.0,1.524,29.0,0.035,26.1,2.42,-8.982000000000003,0.92341,0.92341,-4.0864
5.0,3,1,3.625,1.9333,2.65,1.524,29.0,0.035,26.1,2.248,-9.7931,0.65493,0.65493,-4.1393
3.6,3,1,7.25,5.8,3.74,1.6764,29.0,0.035,26.1,2.82,-12.101,2.5166,2.5166,-2.9042
4.3,3,1,7.25,5.8,3.3,1.6764,29.0,0.035,26.1,2.584,-12.938,2.0594,2.0594,-3.0524
5.0,3,1,7.25,5.8,2.915,1.6764,29.0,0.035,26.1,2.396,-14.093,1.7367,1.7367,-3.1506
3.6,3,1,3.625,5.8,3.74,1.6764,29.0,0.035,26.1,2.72,-7.6004,1.5947,1.5947,-3.7907
4.3,3,1,3.625,5.8,3.3,1.6764,29.0,0.035,26.1,2.498,-8.1999,1.2932,1.2932,-3.7923
5.0,3,1,3.625,5.8,2.915,1.6764,29.0,0.035,26.1,2.32,-8.9101,1.0468,1.0468,-3.8141
3.6,3,1,7.25,1.9333,3.74,1.6764,29.0,0.035,26.1,2.684,-9.7252,1.9637,1.9637,-3.3295
4.3,3,1,7.25,1.9333,3.3,1.6764,29.0,0.035,26.1,2.46,-10.303,1.5619,1.5619,-3.4415
5.0,3,1,7.25,1.9333,2.915,1.6764,29.0,0.035,26.1,2.282,-11.095999999999998,1.2523,1.2523,-3.5371
3.6,3,1,3.625,1.9333,3.74,1.6764,29.0,0.035,26.1,2.632,-7.7754,1.3905,1.3905,-3.899
4.3,3,1,3.625,1.9333,3.3,1.6764,29.0,0.035,26.1,2.418,-8.3801,1.0911,1.0911,-3.9148
5.0,3,1,3.625,1.9333,2.915,1.6764,29.0,0.035,26.1,2.246,-9.0986,0.8441299999999999,0.8441299999999999,-3.9435
3.6,3,1,7.25,5.8,3.06,1.3716,29.0,0.035,29.0,2.78,-23.458,2.4914,2.4914,-3.2525
4.3,3,1,7.25,5.8,2.7,1.3716,29.0,0.035,29.0,2.55,-26.09,1.9824,1.9824,-3.4371
5.0,3,1,7.25,5.8,2.385,1.3716,29.0,0.035,29.0,2.366,-32.304,1.4572,1.4572,-3.7122
3.6,3,1,3.625,5.8,3.06,1.3716,29.0,0.035,29.0,2.71,-10.407,1.9051,1.9051,-3.8426
4.3,3,1,3.625,5.8,2.7,1.3716,29.0,0.035,29.0,2.488,-11.244000000000002,1.4648,1.4648,-3.9469
5.0,3,1,3.625,5.8,2.385,1.3716,29.0,0.035,29.0,2.31,-12.345,1.0898,1.0898,-4.0621
3.6,3,1,7.25,1.9333,3.06,1.3716,29.0,0.035,29.0,2.672,-13.616,2.1165,2.1165,-3.5405
4.3,3,1,7.25,1.9333,2.7,1.3716,29.0,0.035,29.0,2.45,-14.386,1.6265,1.6265,-3.6971
5.0,3,1,7.25,1.9333,2.385,1.3716,29.0,0.035,29.0,2.274,-15.688,1.1978,1.1978,-3.8852
3.6,3,1,3.625,1.9333,3.06,1.3716,29.0,0.035,29.0,2.634,-10.259,1.6664,1.6664,-4.001
4.3,3,1,3.625,1.9333,2.7,1.3716,29.0,0.035,29.0,2.418,-11.05,1.2316,1.2316,-4.0992
5.0,3,1,3.625,1.9333,2.385,1.3716,29.0,0.035,29.0,2.244,-12.122,0.8386399999999999,0.8386399999999999,-4.2446
3.6,3,1,7.25,5.8,3.4,1.524,29.0,0.035,29.0,2.776,-20.126,2.8007,2.8007,-2.9313
4.3,3,1,7.25,5.8,3.0,1.524,29.0,0.035,29.0,2.546,-21.763,2.2615,2.2615,-3.1501
5.0,3,1,7.25,5.8,2.65,1.524,29.0,0.035,29.0,2.364,-24.538,1.7982,1.7982,-3.363
3.6,3,1,3.625,5.8,3.4,1.524,29.0,0.035,29.0,2.7060000000000004,-9.6376,2.0989,2.0989,-3.6403
4.3,3,1,3.625,5.8,3.0,1.524,29.0,0.035,29.0,2.484,-10.359000000000002,1.6811,1.6811,-3.7268
5.0,3,1,3.625,5.8,2.65,1.524,29.0,0.035,29.0,2.306,-11.241,1.3330000000000002,1.3330000000000002,-3.8139
3.6,3,1,7.25,1.9333,3.4,1.524,29.0,0.035,29.0,2.668,-12.408,2.2941,2.2941,-3.354
4.3,3,1,7.25,1.9333,3.0,1.524,29.0,0.035,29.0,2.446,-13.025,1.8104,1.8104,-3.5073
5.0,3,1,7.25,1.9333,2.65,1.524,29.0,0.035,29.0,2.27,-13.974,1.3932,1.3932,-3.6834
3.6,3,1,3.625,1.9333,3.4,1.524,29.0,0.035,29.0,2.6260000000000003,-9.527,1.8278,1.8278,-3.8293
4.3,3,1,3.625,1.9333,3.0,1.524,29.0,0.035,29.0,2.41,-10.22,1.389,1.389,-3.9366
5.0,3,1,3.625,1.9333,2.65,1.524,29.0,0.035,29.0,2.238,-11.087,1.0114,1.0114,-4.0665
3.6,3,1,7.25,5.8,3.74,1.6764,29.0,0.035,29.0,2.774,-17.68,3.0127,3.0127,-2.7092
4.3,3,1,7.25,5.8,3.3,1.6764,29.0,0.035,29.0,2.544,-18.864,2.4884,2.4884,-2.9161
5.0,3,1,7.25,5.8,2.915,1.6764,29.0,0.035,29.0,2.36,-20.792,2.0606,2.0606,-3.0926
3.6,3,1,3.625,5.8,3.74,1.6764,29.0,0.035,29.0,2.7,-9.0337,2.2392,2.2392,-3.4904
4.3,3,1,3.625,5.8,3.3,1.6764,29.0,0.035,29.0,2.478,-9.6893,1.8459,1.8459,-3.5571
5.0,3,1,3.625,5.8,2.915,1.6764,29.0,0.035,29.0,2.302,-10.475,1.53,1.53,-3.6111
3.6,3,1,7.25,1.9333,3.74,1.6764,29.0,0.035,29.0,2.6660000000000004,-11.69,2.4911,2.4911,-3.1502
4.3,3,1,7.25,1.9333,3.3,1.6764,29.0,0.035,29.0,2.444,-12.255,2.0256,2.0256,-3.2878
5.0,3,1,7.25,1.9333,2.915,1.6764,29.0,0.035,29.0,2.266,-13.097,1.6175,1.6175,-3.4530000000000003
3.6,3,1,3.625,1.9333,3.74,1.6764,29.0,0.035,29.0,2.622,-8.8958,1.9728,1.9728,-3.6786
4.3,3,1,3.625,1.9333,3.3,1.6764,29.0,0.035,29.0,2.408,-9.5222,1.5802,1.5802,-3.7434
5.0,3,1,3.625,1.9333,2.915,1.6764,29.0,0.035,29.0,2.236,-10.278,1.2307,1.2307,-3.8432
3.6,3,1,7.25,5.8,3.06,1.3716,29.0,0.035,31.9,2.744,-25.36,2.7446,2.7446,-3.2691
4.3,3,1,7.25,5.8,2.7,1.3716,29.0,0.035,31.9,2.518,-24.536,2.138,2.138,-3.5649
